manufacturer,category,screen_size,screen,ram,operating_system,weight,price,width_screen,height_screen,touchscreen,amd,intel,freq_cpu,ssd,hdd,hybrid,flash,brand_gpu
13,4,13.5,0,16,4,1.25,23021388.0,2256,1504,1,0.0,1.0,2.5,512.0,0.0,0.0,0.0,1
7,3,15.6,0,8,4,1.91,5237388.0,1366,768,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
4,5,15.6,5,16,4,2.17,17561700.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
7,5,15.6,5,8,4,2.31,13640328.0,1920,1080,0,0.0,1.0,2.9,512.0,0.0,0.0,0.0,1
10,3,14.0,2,8,4,1.65,11959740.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,2.36,8705268.0,1920,1080,0,0.0,1.0,1.8,128.0,1024.0,0.0,0.0,0
4,0,11.6,0,4,4,1.47,4259268.0,1366,768,1,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
4,3,17.3,5,8,4,4.42,18193032.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
13,4,13.5,0,4,4,1.252,8794188.0,2256,1504,1,0.0,1.0,2.2,128.0,0.0,0.0,0.0,1
13,4,13.5,0,8,4,1.25,15996708.0,2256,1504,1,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,3,17.3,0,8,4,2.5,5689990.8,1600,900,0,0.0,1.0,,256.0,0.0,0.0,0.0,1
0,3,15.6,2,4,4,2.23,4837248.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,2
0,2,11.6,0,4,4,1.4,3868020.0,1366,768,0,0.0,1.0,1.6,128.0,0.0,0.0,0.0,1
2,3,15.6,2,8,4,2.37,6660108.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
10,3,14.0,5,8,3,1.5,7104708.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,0
10,3,15.6,2,8,4,2.67,18584280.0,1920,1080,0,0.0,1.0,2.9,256.0,0.0,0.0,0.0,2
2,3,15.6,0,4,4,,2703168.0,1366,768,0,0.0,1.0,1.1,0.0,500.0,0.0,0.0,1
0,3,15.6,0,4,4,2.2,4170348.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,2
4,3,15.6,2,8,4,2.02,6749028.0,1920,1080,0,0.0,1.0,1.6,0.0,2048.0,0.0,0.0,0
7,1,17.3,5,12,4,3.78,15107508.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
10,4,14.0,6,12,4,1.4,16521336.0,2560,1440,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
7,0,13.3,4,8,4,1.29,17775108.0,3840,2160,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,1
7,3,15.6,2,8,4,1.9,10261368.0,1920,1080,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,0
6,4,12.3,0,8,1,1.1,11337300.0,2400,1600,1,0.0,1.0,1.2,128.0,0.0,0.0,0.0,1
4,4,13.3,2,8,4,1.42,16377730.2,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
2,3,15.6,4,12,4,2.06,11550708.0,3840,2160,0,0.0,1.0,2.6,128.0,1024.0,0.0,0.0,1
4,3,14.0,0,8,4,1.79,6580080.0,1366,768,0,0.0,1.0,2.3,128.0,0.0,0.0,0.0,1
4,5,15.6,2,8,4,1.78,21411936.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
10,3,14.0,2,8,4,1.7,12128688.0,1920,1080,0,0.0,1.0,2.5,1.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,2.2,6002100.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,0
16,3,13.3,5,8,4,1.05,14867424.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,3,15.6,5,8,4,2.16,11221704.0,1920,1080,0,0.0,1.0,1.8,512.0,0.0,0.0,0.0,2
4,3,15.6,0,4,4,2.18,5216047.2,1366,768,0,0.0,1.0,2.4,0.0,1024.0,0.0,0.0,1
7,3,13.3,5,4,4,1.49,6455592.0,1920,1080,0,0.0,1.0,1.6,128.0,0.0,0.0,0.0,1
3,3,15.6,2,4,4,1.89,2213218.8,1920,1080,0,0.0,1.0,1.4,0.0,0.0,0.0,64.0,1
10,3,15.6,0,4,4,2.3,5023980.0,1366,768,0,0.0,1.0,2.0,128.0,0.0,0.0,0.0,1
10,3,14.0,5,8,4,1.75,9327708.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
4,5,15.6,5,16,4,2.17,20789496.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,2
4,3,15.6,2,16,4,2.06,16885908.0,1920,1080,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
10,4,12.5,5,16,4,1.36,15987816.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
2,4,12.5,2,16,4,0.91,17339400.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,3,15.6,5,8,4,2.3,8998615.08,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
16,4,13.3,2,32,4,1.05,24888708.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
2,1,15.6,2,8,4,1.99,12004200.0,1920,1080,0,1.0,0.0,2.8,128.0,1024.0,0.0,0.0,2
0,3,15.6,0,8,4,2.2,5148468.0,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,0
2,1,17.3,5,24,4,4.33,11283948.0,1920,1080,0,0.0,1.0,2.6,256.0,1024.0,0.0,0.0,2
10,4,12.5,3,8,4,1.3,9772308.0,1366,768,0,0.0,1.0,2.3,1.0,0.0,0.0,0.0,1
10,3,15.6,2,8,4,2.17,7993018.8,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
7,3,14.0,2,8,4,1.48,15552108.0,1920,1080,0,0.0,1.0,2.8,1024.0,0.0,0.0,0.0,1
10,3,13.3,5,8,4,1.4,8438508.0,1920,1080,0,0.0,1.0,2.4,256.0,0.0,0.0,0.0,1
10,3,15.6,5,8,4,2.3,8100612.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
2,2,11.6,0,4,4,1.2,3023280.0,1366,768,0,0.0,1.0,1.1,0.0,0.0,0.0,64.0,1
7,3,15.6,0,8,4,1.91,5504059.08,1366,768,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,0
10,0,13.9,5,8,4,1.4,14218308.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
10,3,14.0,0,4,4,2.1,2658708.0,1366,768,0,0.0,1.0,1.1,0.0,500.0,0.0,0.0,1
10,2,11.6,0,4,1,1.25,2356380.0,1366,768,0,0.0,1.0,1.6,16.0,0.0,0.0,0.0,1
10,3,13.3,2,8,4,1.44,8438508.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
2,3,15.6,2,8,4,,10883808.0,1920,1080,0,0.0,1.0,2.7,256.0,1024.0,0.0,0.0,1
0,3,15.6,5,4,4,2.2,5450796.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,2
7,4,13.3,5,8,4,1.34,11764116.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,1,15.6,5,8,3,2.4,10216908.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
4,4,13.3,5,8,4,1.29,7993908.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
0,3,15.6,2,4,4,2.2,5681988.0,1920,1080,0,0.0,1.0,2.7,0.0,500.0,0.0,0.0,2
4,3,15.6,2,8,4,2.18,7433712.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,16,4,2.2,10841482.08,1920,1080,0,0.0,1.0,1.8,256.0,2048.0,0.0,0.0,0
18,3,15.6,5,16,3,1.95,12448355.4,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,2
2,2,11.6,0,2,4,1.1,2178540.0,1366,768,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
7,3,15.6,0,4,4,2.04,4636911.24,1366,768,1,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,1
2,1,15.6,2,24,4,2.24,26391456.0,1920,1080,0,0.0,1.0,2.8,512.0,0.0,0.0,0.0,2
7,3,15.6,2,8,4,2.04,7904988.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,2
2,1,17.3,2,16,4,,13373568.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
10,1,15.6,5,8,4,3.2,12439908.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
7,4,13.3,5,8,4,1.32,12439908.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
4,3,14.0,2,8,4,1.64,11379359.16,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
7,3,15.6,0,4,4,1.63,6126588.0,1366,768,0,0.0,1.0,,128.0,0.0,0.0,0.0,1
4,3,17.3,5,8,2,2.8,7904988.0,1920,1080,0,0.0,1.0,1.6,128.0,1024.0,0.0,0.0,0
10,3,14.0,2,8,4,2.02,11915280.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
10,3,15.6,2,4,4,2.2,7104708.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
10,3,15.6,0,8,3,2.2,4081428.0,1366,768,0,0.0,1.0,,0.0,2048.0,0.0,0.0,2
4,3,15.6,2,4,4,2.3,5201820.0,1920,1080,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,0
4,3,15.6,2,8,4,1.9,12244284.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
4,1,17.3,5,16,4,4.42,26789550.84,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
16,3,15.6,5,8,4,2.0,7647120.0,1920,1080,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
2,3,15.6,4,8,4,,11550708.0,3840,2160,0,0.0,1.0,2.7,256.0,1024.0,0.0,0.0,2
12,3,13.3,5,4,4,1.2,3281148.0,1920,1080,0,0.0,1.0,1.1,32.0,0.0,0.0,0.0,1
2,1,15.6,5,8,4,2.3,14662908.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
4,3,15.6,2,8,4,1.93,12173148.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
4,3,15.6,2,8,4,2.2,7090569.72,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,0
7,3,15.6,2,4,4,1.86,3547819.08,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
7,1,17.3,2,12,4,2.62,15996708.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
10,3,14.0,5,8,4,1.87,7638228.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,2
4,4,13.3,8,8,4,1.2,12439908.0,3200,1800,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,1
4,3,14.0,2,4,4,1.6,6543356.04,1920,1080,0,0.0,1.0,,128.0,0.0,0.0,0.0,1
7,4,13.3,6,8,4,1.34,10181340.0,3200,1800,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
0,1,15.6,2,8,2,2.4,7095816.0,1920,1080,0,1.0,0.0,2.5,0.0,1024.0,0.0,0.0,2
2,3,15.6,0,4,4,,3103308.0,1366,768,0,0.0,1.0,1.8,0.0,500.0,0.0,0.0,0
7,3,15.6,2,4,4,2.1,6273306.0,1920,1080,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,1
10,3,14.0,2,4,4,1.87,6980220.0,1920,1080,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
10,3,15.6,2,4,3,2.15,4111216.2,1920,1080,0,0.0,1.0,2.3,0.0,1024.0,0.0,0.0,1
7,3,15.6,2,4,4,1.86,3530124.0,1920,1080,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
10,3,15.6,5,8,4,1.99,15374268.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,3,15.6,2,4,4,2.2,4437108.0,1920,1080,0,0.0,1.0,,128.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,1.9,9932275.08,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,1,17.3,5,16,4,4.42,23999508.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
7,3,17.3,0,8,4,2.65,4838581.8,1600,900,0,0.0,1.0,,0.0,1024.0,0.0,0.0,1
7,3,17.3,2,8,4,2.63,11381760.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
2,3,15.6,0,4,2,,1991808.0,1366,768,0,0.0,1.0,1.1,0.0,500.0,0.0,0.0,1
12,3,13.3,5,4,4,1.35,2267460.0,1920,1080,0,0.0,1.0,1.4,0.0,0.0,0.0,32.0,1
10,3,17.3,0,6,4,2.8,8438508.0,1600,900,0,1.0,0.0,2.7,128.0,1024.0,0.0,0.0,2
7,3,15.6,5,6,4,1.91,5058658.8,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,0
4,3,15.6,0,4,4,2.18,5494366.8,1366,768,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
0,0,11.6,5,4,4,1.25,3103308.0,1920,1080,0,0.0,1.0,2.0,0.0,0.0,0.0,32.0,1
10,3,15.6,2,4,4,2.05,5601960.0,1920,1080,0,0.0,1.0,2.7,128.0,0.0,0.0,0.0,1
7,4,13.3,6,16,4,1.16,17472780.0,3200,1800,0,0.0,1.0,1.2,512.0,0.0,0.0,0.0,1
10,3,17.3,5,8,4,3.4,26667108.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
2,3,15.6,2,8,4,2.5,7460388.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
4,4,13.3,4,8,4,1.21,14218308.0,3840,2160,0,0.0,1.0,1.6,128.0,0.0,0.0,0.0,1
4,3,15.6,0,4,4,1.93,8527428.0,1366,768,0,0.0,1.0,2.6,0.0,500.0,0.0,0.0,1
5,3,15.6,0,8,4,2.2,6571188.0,1366,768,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
10,3,15.6,2,4,4,2.2,3058848.0,1920,1080,0,0.0,1.0,1.1,0.0,500.0,0.0,0.0,1
10,3,14.0,0,4,4,2.02,8803080.0,1366,768,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
7,5,17.3,0,8,4,3.14,16547923.08,1600,900,0,0.0,1.0,2.8,0.0,500.0,0.0,0.0,2
7,3,14.0,0,8,4,1.94,3458988.0,1366,768,0,1.0,0.0,1.6,0.0,2048.0,0.0,0.0,1
7,3,15.6,5,6,4,1.95,5770908.0,1920,1080,0,0.0,1.0,,256.0,0.0,0.0,0.0,0
10,3,15.6,2,8,4,2.3,7380360.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,3,15.6,2,4,4,2.05,6091020.0,1920,1080,0,0.0,1.0,1.6,0.0,500.0,0.0,0.0,1
12,3,14.0,2,4,4,1.4,2214108.0,1920,1080,0,0.0,1.0,1.4,32.0,0.0,0.0,0.0,1
16,4,14.0,2,16,4,1.24,16583580.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,1,17.3,5,32,4,4.6,23679396.0,1920,1080,0,0.0,1.0,2.7,256.0,1024.0,0.0,0.0,2
11,1,17.3,2,16,4,4.14,24266268.0,1920,1080,0,0.0,1.0,2.9,512.0,1024.0,0.0,0.0,2
4,3,15.6,2,8,2,2.2,6660196.92,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,0
12,3,14.0,5,4,4,1.45,3458988.0,1920,1080,0,0.0,1.0,1.1,32.0,0.0,0.0,0.0,1
4,3,15.6,0,8,4,1.9,8967759.84,1366,768,0,0.0,1.0,2.6,0.0,500.0,0.0,0.0,1
7,3,13.3,2,4,4,1.49,6393348.0,1920,1080,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,1
4,3,15.6,2,16,4,1.93,13670471.88,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
4,2,11.6,0,4,1,1.26,2623140.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,16.0,1
11,1,17.3,2,16,4,4.5,20887308.0,1920,1080,0,0.0,1.0,2.7,128.0,1024.0,0.0,0.0,2
7,1,17.3,5,16,4,3.78,13320216.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
10,4,14.0,5,12,4,1.4,14876316.0,1920,1080,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
10,3,15.6,0,12,4,2.2,5415228.0,1366,768,1,0.0,1.0,1.8,0.0,1024.0,0.0,0.0,1
2,1,17.3,5,8,4,2.73,15738840.0,1920,1080,0,0.0,1.0,2.5,128.0,1024.0,0.0,0.0,2
2,0,15.6,0,8,4,2.2,6571188.0,1366,768,1,1.0,0.0,2.5,0.0,1024.0,0.0,0.0,1
10,3,15.6,2,12,4,2.2,8438508.0,1920,1080,0,0.0,1.0,3.6,512.0,0.0,0.0,0.0,0
4,0,11.6,0,4,4,1.39,5361876.0,1366,768,1,0.0,1.0,1.0,128.0,0.0,0.0,0.0,1
15,3,15.6,2,16,4,2.5,15107508.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
10,3,17.3,2,4,3,2.8,4703868.0,1920,1080,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
10,3,15.6,0,8,4,2.29,4081428.0,1366,768,0,0.0,1.0,2.3,0.0,1024.0,0.0,0.0,1
10,0,13.3,5,8,4,1.37,18006300.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
10,3,14.0,5,8,4,1.7,13106808.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,0,12.5,2,8,4,1.34,14849640.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
4,5,15.6,2,8,4,2.06,15676596.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
7,3,15.6,2,8,4,1.84,10839348.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
7,3,15.6,0,4,4,2.1,5944124.16,1366,768,0,0.0,1.0,2.4,0.0,500.0,0.0,0.0,1
0,3,14.0,2,4,4,1.6,2925468.0,1920,1080,0,0.0,1.0,1.1,0.0,0.0,0.0,32.0,1
11,1,17.3,2,16,4,4.14,19553508.0,1920,1080,0,0.0,1.0,2.7,128.0,1024.0,0.0,0.0,2
4,3,15.6,0,4,2,2.18,4134780.0,1366,768,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
11,1,15.6,1,16,4,1.8,20442708.0,3840,2160,0,0.0,1.0,2.8,256.0,2048.0,0.0,0.0,2
16,3,15.6,5,8,4,2.2,12439908.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,3,15.6,2,6,4,2.4,5015088.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
10,0,15.6,5,8,4,,11550708.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
0,3,14.0,0,4,4,1.6,3103308.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,128.0,1
4,1,15.6,2,16,4,2.59,7816156.92,1920,1080,0,0.0,1.0,2.6,0.0,1024.0,0.0,0.0,2
4,3,15.6,0,4,2,2.18,3947158.8,1366,768,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,1
4,3,15.6,0,4,2,2.25,3192228.0,1366,768,0,0.0,1.0,2.0,0.0,1024.0,0.0,0.0,1
4,3,15.6,0,4,2,1.93,7727148.0,1366,768,0,0.0,1.0,2.6,0.0,500.0,0.0,0.0,1
2,1,17.3,2,8,4,,10385856.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
4,3,15.6,2,4,2,2.18,5059548.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,0
7,4,15.6,2,8,4,1.84,12350988.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
11,1,15.6,2,16,4,2.94,20165811.12,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
0,0,11.6,3,4,1,1.25,3370068.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
7,3,14.0,0,8,4,2.31,9994608.0,1366,768,0,0.0,1.0,2.6,256.0,0.0,0.0,0.0,1
10,3,14.0,2,8,4,1.65,13026780.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
4,3,15.6,2,4,4,2.2,6900192.0,1920,1080,0,0.0,1.0,1.6,0.0,1024.0,0.0,0.0,0
5,3,15.6,0,8,4,2.2,7104708.0,1366,768,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
7,3,15.6,0,4,4,1.88,8287344.0,1366,768,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
10,3,15.6,2,8,4,2.2,7993908.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,2
12,3,14.0,2,2,4,1.4,2125188.0,1920,1080,0,0.0,1.0,1.4,0.0,0.0,0.0,32.0,1
10,3,15.6,2,4,3,2.2,4161456.0,1920,1080,0,0.0,1.0,2.5,128.0,0.0,0.0,0.0,1
2,0,13.3,2,6,4,1.5,5682076.92,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
4,3,15.6,2,8,4,,16183440.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
2,4,14.0,2,16,4,1.1,16894800.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
4,1,15.6,2,16,4,2.62,13151268.0,1920,1080,0,0.0,1.0,2.8,256.0,1024.0,0.0,0.0,2
10,3,15.6,2,4,4,1.8,7371468.0,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
10,3,15.6,2,4,4,2.2,5148468.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,2
2,3,15.6,0,8,4,,3547908.0,1366,768,0,0.0,1.0,1.1,0.0,1024.0,0.0,0.0,1
2,3,15.6,2,8,4,1.99,8061665.04,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,4,13.3,8,8,4,1.23,16619148.0,3200,1800,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
10,3,14.0,0,2,4,1.42,2214108.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
10,0,13.3,5,8,4,1.37,15626978.64,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
4,3,15.6,1,16,4,2.06,21331908.0,3840,2160,0,1.0,0.0,2.8,1024.0,0.0,0.0,0.0,2
10,1,15.6,5,8,4,2.5,9861228.0,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
7,3,17.0,0,8,4,2.6,4631842.8,1600,900,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
10,4,14.0,5,16,4,1.14,21785400.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,1
2,1,15.6,5,8,3,2.5,10394748.0,1920,1080,0,0.0,1.0,2.8,0.0,1024.0,0.0,0.0,2
0,3,15.6,0,4,4,2.4,4001400.0,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
10,3,14.0,0,4,4,1.43,2436408.0,1366,768,0,0.0,1.0,1.6,0.0,0.0,0.0,32.0,1
0,4,14.0,5,8,4,1.8,8171748.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
14,1,14.0,2,16,4,1.95,23110308.0,1920,1080,0,0.0,1.0,2.8,256.0,0.0,0.0,0.0,2
16,3,13.3,2,8,4,1.2,10785996.0,1920,1080,0,0.0,1.0,2.3,256.0,0.0,0.0,0.0,1
10,4,12.5,5,8,4,1.36,14084928.0,1920,1080,0,0.0,1.0,2.7,256.0,0.0,0.0,0.0,1
2,1,17.3,5,32,4,3.8,24888708.0,1920,1080,0,0.0,1.0,2.7,512.0,0.0,0.0,0.0,2
0,1,15.6,2,8,2,2.4,6304428.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,2
4,4,13.3,2,8,4,1.2,12892510.8,1920,1080,0,0.0,1.0,1.6,256.0,0.0,0.0,0.0,1
11,1,15.6,2,8,4,2.2,10597485.6,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
7,3,15.6,0,4,3,1.86,3244690.8,1366,768,0,0.0,1.0,,0.0,500.0,0.0,0.0,1
16,3,15.6,5,8,4,2.0,9461088.0,1920,1080,0,0.0,1.0,2.5,0.0,500.0,0.0,0.0,1
4,3,15.6,2,8,4,2.2,8171748.0,1920,1080,0,0.0,1.0,1.8,256.0,0.0,0.0,0.0,0
4,3,15.6,2,16,4,2.2,10092420.0,1920,1080,0,0.0,1.0,1.8,256.0,2048.0,0.0,0.0,0
10,1,15.6,5,8,4,3.31,10634832.0,1920,1080,0,0.0,1.0,2.6,128.0,1024.0,0.0,0.0,2
4,1,17.3,4,32,4,4.42,27986414.04,3840,2160,0,0.0,1.0,2.8,512.0,1024.0,0.0,0.0,2
4,3,14.0,2,8,4,1.56,10928268.0,1920,1080,0,0.0,1.0,2.4,256.0,0.0,0.0,0.0,1
10,3,15.6,0,4,4,2.2,3725748.0,1366,768,0,0.0,1.0,1.1,0.0,500.0,0.0,0.0,1
10,3,15.6,2,4,4,2.2,4757220.0,1920,1080,0,0.0,1.0,2.3,0.0,500.0,0.0,0.0,1
7,3,15.6,0,6,4,2.04,4792788.0,1920,1080,0,0.0,1.0,,0.0,1024.0,0.0,0.0,0
11,1,17.3,2,8,4,2.7,13220358.84,1920,1080,0,0.0,1.0,2.8,128.0,1024.0,0.0,0.0,2
16,3,15.6,0,4,4,2.1,4428216.0,1366,768,0,0.0,1.0,2.1,128.0,0.0,0.0,0.0,1
4,3,15.6,2,8,4,2.06,8491860.0,1920,1080,0,0.0,1.0,2.5,0.0,1024.0,0.0,0.0,1
7,3,15.6,2,8,4,2.1,6624540.0,1920,1080,0,0.0,1.0,2.7,0.0,1024.0,0.0,0.0,0
16,3,15.6,5,8,4,2.0,11186136.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
0,3,15.6,0,4,2,2.1,3663504.0,1366,768,0,0.0,1.0,,128.0,0.0,0.0,0.0,1
13,4,13.5,0,8,4,1.252,16608922.2,2256,1504,1,0.0,1.0,2.8,256.0,0.0,0.0,0.0,1
10,3,15.6,2,8,4,1.9,7273211.4,1920,1080,0,1.0,0.0,2.5,128.0,1024.0,0.0,0.0,0
10,0,13.3,5,8,4,1.3,9194328.0,1920,1080,0,0.0,1.0,2.5,256.0,0.0,0.0,0.0,1
10,3,15.6,0,4,4,2.2,3103308.0,1366,768,0,0.0,1.0,2.2,128.0,0.0,0.0,0.0,0
7,0,14.0,5,4,4,1.63,6215508.0,1920,1080,0,0.0,1.0,2.4,128.0,0.0,0.0,0.0,2
